Market,2097.939941,2581.070068,2581.070068,2085.179932,23.03%,2378.91,46.95347055,1.973738836,1,1,1,1,0.084641539,0.349310078,-0.287950094
BAC,16.48,27.799999,27.799999,16.48,68.69%,23.5,2.385541184,10.15123908,1.972915513,1.847999692,1.929613371,0.599813872,0.222290911,0.771663065,-0.551097073
T,36.369999,33.970001,43.02,33.490002,-6.60%,39.2,1.795724614,4.580930138,0.730240172,0.671540567,0.918167576,0.309474555,-0.021708176,0.160241647,-0.277851131
MO,65.120003,64.919998,77.709999,61.189999,-0.31%,69.28,4.653035145,6.716274747,0.526805546,0.385183528,0.477010574,0.225824547,0.004543345,0.174895073,-0.235272195
DAL,41.93,50.560001,55.48,41.919998,20.58%,49.31,3.014241978,6.112841164,1.830502668,1.366976703,1.81236643,0.54925613,0.087021274,0.655944232,-0.713889687
AA,22.91,47.91,50.080002,22.91,109.12%,35.75,4.591917785,12.84452527,1.983601333,1.865658801,1.355409302,0.367833503,0.327851423,0.946505941,-0.543069985
AXP,65.449997,95.790001,95.790001,65.330002,46.36%,80.53,3.891538017,4.83240782,1.112083447,1.171804821,0.897108873,0.571341048,0.157598825,0.466202921,-0.276843835
ABT,38.700001,55.369999,56.32,37.599998,43.07%,45.74,1.431716137,3.130118358,0.889285899,0.657040389,1.011645876,0.426823747,0.149051359,0.411515324,-0.220436748
AIG,60.549999,64.550003,67.199997,57.380001,6.61%,63.12,2.687447879,4.257680417,0.927972942,0.794500539,0.836498774,0.393781798,0.031667942,0.31157204,-0.362371807
ALL,67.339996,93.730003,94.699997,66.720001,39.19%,83.29,2.016954574,2.421604724,0.598777427,0.449197581,0.64110402,0.332572617,0.136783054,0.316935408,-0.116829484
ACN,118.610001,143.279999,143.279999,113.209999,20.80%,124.32,3.890548886,3.12946339,0.967732144,0.950320502,0.739975974,0.46041172,0.080848852,0.366430021,-0.321182891
MT,19.590019,29.129999,30.43,19.140018,48.70%,24.46,2.561793997,10.47340146,2.176471052,1.763625427,1.817942081,0.412585835,0.188811316,0.879693431,-0.783789719
LLY,72.650002,83.860001,87.650002,65.970001,15.43%,80.13,3.474523259,4.336107899,0.725577202,0.843749468,1.38404514,0.253192528,0.066550132,0.161385106,-0.066955413
AGN,197.889999,178.820007,256.149994,176.330002,-9.64%,224.34,21.43587141,9.555082202,0.842994197,1.10073166,1.281216351,0.258374968,-0.029832693,0.096774916,-0.208066705
APA,59.459999,40.740002,67.349998,38.369999,-31.48%,51.47,3.669880208,7.130134463,1.366809656,1.001548017,1.460150313,0.311982481,-0.132350508,0.283488474,-0.7177549
APC,60.139999,48.810001,72.690002,40.52,-18.84%,55.95,7.503795567,13.41160959,1.106007541,1.468400803,0.562004896,0.258672348,-0.065515893,0.225789578,-0.475606118
NLY,10.18,11.61,12.66,9.89,14.05%,11.38,0.500857478,4.401208069,0.239763401,0.186835096,0.585695408,0.115379746,0.057520756,0.090344641,0.011312373
ABX,18.139999,14.68,20.5,14,-19.07%,17.01,1.681343976,9.884444301,-0.228229253,-0.162027957,0.460850464,-0.046713047,-0.060207324,-0.21212493,0.153657268
ADM,47.259998,43.07,47.720001,40.290001,-8.87%,43.57,1.317372662,3.023577374,0.608943785,0.389017147,0.593826638,0.218734567,-0.02922166,0.17276716,-0.313574853
LUV,39.610001,54.110001,64.239998,39.610001,36.61%,54.75,3.882479178,7.091286169,1.446353636,1.381103328,1.679646529,0.432045258,0.137418256,0.504814111,-0.379789502
AET,105.699997,173.119995,178.600006,105.199997,63.78%,139.88,7.693532312,5.50009459,0.873353408,0.833728004,0.94749586,0.296765341,0.207936086,0.437543914,-0.115298235
AEP,62.610001,74.019997,74.550003,58.16,18.22%,67.63,1.669145706,2.468055162,0.140846234,0.218811502,0.053159906,0.079460399,0.070804856,0.104380036,0.023538827
DB,13.6,16.32,20.85,13.45,20.00%,17.74,1.743700834,9.829204251,2.481464493,2.999953613,1.677457465,0.505355177,0.098297876,0.756004347,-0.827599584
AEM,51.220001,45.419998,51.869999,36.439999,-11.32%,45.5,4.081068143,8.969380535,-0.245312092,-0.494955271,0.135196551,-0.049301086,-0.022658847,-0.087273676,0.068303777
APD,133.550003,160.880005,161.389999,133.089996,20.46%,144.04,6.510665034,4.520039596,1.092579233,1.179283039,0.819040306,0.548076345,0.079215348,0.384641764,-0.350753879
NVS,71.260002,80.720001,86.650002,67.589996,13.28%,78.34,3.202176861,4.08753748,0.684628107,0.567306506,1.336070869,0.316311426,0.05512773,0.181774377,-0.12316124
ANF,14.58,14.25,16.93,8.89,-2.26%,12.46,1.645611777,13.20715712,1.356776957,0.941618393,1.095462519,0.181188095,0.049792146,0.512886674,-0.602137045
RAD,6.51,1.57,8.7,1.57,-75.88%,4.49,0.982965539,21.89232826,2.650793281,0.203519909,3.155419916,0.268701453,-0.468792557,0.609154506,-1.98629085
A,43.259998,67.970001,67.970001,43.209999,57.12%,55.56,1.165368979,2.097496362,1.263054366,1.088599068,1.186470318,0.526158499,0.188312749,0.562459826,-0.338399155
AZO,738.030029,583.169983,809.869995,493.149994,-20.98%,659.78,61.07013623,9.256136322,0.718806211,0.321655434,0.817768862,0.2010311,-0.081265487,0.168081949,-0.432288577
AN,41.93,47.599998,53.119999,38.720001,13.52%,44.41,4.47653295,10.08001115,1.186172062,1.530898064,1.55535089,0.310798053,0.06632156,0.276294469,-0.22927137
AZN,28.209999,33.490002,35.360001,25.809999,18.72%,30.73,1.869079299,6.082262605,0.625233136,0.54275366,0.898315254,0.171435875,0.083408578,0.231935451,-0.12568265
AES,11.46,10.78,12.43,10.68,-5.93%,11.39,0.257265229,2.258693844,0.664529637,1.028347752,0.244596031,0.213480191,-0.014552889,0.145294845,-0.239581253
BDX,166.869995,210.100006,211.830002,162.800003,25.91%,186.21,4.553339785,2.445271352,0.41557931,0.29392264,0.4322807,0.189667616,0.097940395,0.22761106,-0.084605688
AKS,5.12,6.05,11.11,5.11,18.16%,7.12,1.894547569,26.60881417,2.436961638,1.987705765,2.202686546,0.302251587,0.134346071,0.886259607,-0.924172984
AB,21.299999,26.299999,26.299999,20.6,23.47%,23.31,1.340012969,5.748661385,0.897717136,0.817559725,1.229981943,0.317996998,0.093345466,0.30672817,-0.207047661
CS,13.58,15.79,16.17,12.48,16.27%,14.92,0.774150707,5.188677664,2.072789425,2.62541651,1.120366153,0.51603509,0.077547811,0.638203235,-0.711724389
